,S2,S2_conf
"('Fisher effort', 'Operating expenses')",0.11315602874913577,0.21696653597650642
"('Fisher effort', 'Distance traveled during fishing trips')",0.11282231628260914,0.1992631444076996
"('Fisher effort', 'Wealth')",0.09898154730313609,0.2764956545020015
"('Fisher effort', 'Socio-economic status')",0.08292380414050614,0.21627519959378178
"('Fisher effort', 'Temporal discounting')",0.13177227581463374,0.22365803783176272
"('Fisher effort', 'Invest in the future')",0.1605675206026182,0.22688330811991492
"('Fisher effort', ""Fishers' concern towards sustainability"")",0.13511999089900262,0.19137438746226437
"('Fisher effort', 'Collective actions')",0.09898154730313521,0.2312085587809339
"('Fisher effort', 'Knowledge')",0.06418567171029863,0.22984654855226805
"('Fisher effort', 'Awareness')",0.0635155872281152,0.22131120160668877
"('Fisher effort', 'Information for improving management')",0.09898154730313616,0.18391240998227004
"('Fisher landings', 'Fisher profit')",-0.08190826461078704,0.20769016253525055
"('Fisher landings', 'Total landings')",-0.11358589979989168,0.2857932452991396
"('Fisher landings', 'Total number of fishers')",-0.0630232650910534,0.2534910849701718
"('Fisher landings', 'Enforcement of number of fishers')",-0.05903032958134988,0.23698164376588987
"('Fisher landings', 'Formalized fishers')",-0.08452027321199965,0.2730426386273
"('Fisher landings', 'Unformalized fishers')",-0.08876859715044041,0.26998866048757714
"('Fisher landings', 'Roving bandits')",-0.01867125216615418,0.2699179939024241
"('Fisher landings', 'Octopus landing price')",-0.055750826528028,0.24446083179272532
"('Fisher landings', 'Landing price of other benthic resources')",-0.09559644230027513,0.2539222711498492
"('Fisher landings', 'Fisher compliance (e.g. ban period & >1kg)')",-0.035402957654798256,0.29806195745416386
"('Fisher landings', 'Off-season octopus landed')",-0.09001829075466217,0.24115728501344497
"('Fisher landings', 'Underweight octopus landed')",-0.039183721978620904,0.2789771361656997
"('Fisher landings', 'Illegal/informal trade (buyers & sellers)')",-0.027712534265159607,0.28443356851668405
"('Fisher landings', 'Product stockpilling by processing plants')",-0.08745950103306074,0.30764873313254604
"('Fisher landings', 'Enforcement of ban period & >1kg')",-0.09603640780651981,0.24390237752838026
"('Fisher landings', 'Enforcement of trade')",-0.0508332275799321,0.29552088556454903
"('Fisher landings', 'Domestic market demand')",-0.07367475624988165,0.25082716517142706
"('Fisher landings', 'Domestic retail price')",-0.12146516207072533,0.27315026328672803
"('Fisher landings', 'International marke demand (for Chilean-peruvian octopus)')",-0.06610169247276199,0.29418093834611375
"('Fisher landings', 'Lower quality (processing)')",-0.08573154666954201,0.2819554788534151
"('Fisher landings', 'Lower quality (species)')",-0.1167968949397053,0.27973547887591843
"('Fisher landings', 'Low and volatile landings')",-0.04689986133183652,0.26888315698651705
"('Fisher landings', 'Thermal anomalies (El Niño - La Niña)')",-0.07602362533511493,0.3008650557134099
"('Fisher landings', 'Use of selective gear')",-0.1118247728067171,0.26188321806523485
"('Fisher landings', 'Harvest spawning females')",-0.05344145222789497,0.27073076914846134
"('Fisher landings', 'Landings with bad practices')",-0.1215248861893341,0.26388029844088423
"('Fisher landings', 'Debt')",-0.10824348770727958,0.3043499469468812
"('Fisher landings', 'Financial inclusion')",-0.07240405389897193,0.2388239433770504
"('Fisher landings', 'Dependency on informal financial services')",-0.06861355092173459,0.25221704376857973
"('Fisher landings', 'Operating expenses')",-0.07059426818089981,0.2453065460285426
"('Fisher landings', 'Distance traveled during fishing trips')",-0.06188620457846233,0.24883492128419113
"('Fisher landings', 'Wealth')",-0.05795183299554765,0.2950887596215957
"('Fisher landings', 'Socio-economic status')",-0.0862748201851382,0.25842569401725923
"('Fisher landings', 'Temporal discounting')",-0.11161050977646873,0.27583828743138983
"('Fisher landings', 'Invest in the future')",-0.07798943648904734,0.27280188801833033
"('Fisher landings', ""Fishers' concern towards sustainability"")",-0.08294481388183356,0.23341065509586886
"('Fisher landings', 'Collective actions')",-0.11306554940214253,0.2511868917126548
"('Fisher landings', 'Knowledge')",-0.0782449792144668,0.27082306082081836
"('Fisher landings', 'Awareness')",-0.042061648525235924,0.27149739922345584
"('Fisher landings', 'Information for improving management')",-0.076023625335116,0.24063143437023837
"('Fisher profit', 'Total landings')",0.3855282055535125,0.27571556079070364
"('Fisher profit', 'Total number of fishers')",0.33231994386129793,0.27017001815283814
"('Fisher profit', 'Enforcement of number of fishers')",0.33215644996293264,0.29342479579679703
"('Fisher profit', 'Formalized fishers')",0.3811107069023834,0.28585345584462896
"('Fisher profit', 'Unformalized fishers')",0.32399740713969183,0.2655849133442498
"('Fisher profit', 'Roving bandits')",0.3301166892571228,0.314613824317643
"('Fisher profit', 'Octopus landing price')",0.25391519476150914,0.26800162946403266
"('Fisher profit', 'Landing price of other benthic resources')",0.3239974071396915,0.2831244247117795
"('Fisher profit', 'Fisher compliance (e.g. ban period & >1kg)')",0.4131554635308044,0.2907599015417019
"('Fisher profit', 'Off-season octopus landed')",0.2998079224161678,0.25782106513987807
"('Fisher profit', 'Underweight octopus landed')",0.32635581446647977,0.30046523782873086
"('Fisher profit', 'Illegal/informal trade (buyers & sellers)')",0.33218414286782527,0.31366951848279095
"('Fisher profit', 'Product stockpilling by processing plants')",0.3239974071396913,0.26853595222367665
"('Fisher profit', 'Enforcement of ban period & >1kg')",0.3267427780463371,0.2961629352898031
"('Fisher profit', 'Enforcement of trade')",0.41806762550895293,0.318053132633791
"('Fisher profit', 'Domestic market demand')",0.24054245195958776,0.2509011972031728
"('Fisher profit', 'Domestic retail price')",0.312514257996887,0.22242771523998098
"('Fisher profit', 'International marke demand (for Chilean-peruvian octopus)')",0.39450235503426656,0.3037421685548381
"('Fisher profit', 'Lower quality (processing)')",0.31840409455054164,0.24913624889839975
"('Fisher profit', 'Lower quality (species)')",0.3258618446694086,0.22226615325355903
"('Fisher profit', 'Low and volatile landings')",0.32959071972884224,0.27800031062930713
"('Fisher profit', 'Thermal anomalies (El Niño - La Niña)')",0.33129236359033365,0.2715789133663315
"('Fisher profit', 'Use of selective gear')",0.3260196793662327,0.2461454381099938
"('Fisher profit', 'Harvest spawning females')",0.3239974071396923,0.26443229089612225
"('Fisher profit', 'Landings with bad practices')",0.31775550459848745,0.26472978539638714
"('Fisher profit', 'Debt')",0.398616541838234,0.30354359836315065
"('Fisher profit', 'Financial inclusion')",0.32399740713969194,0.25695473051282647
"('Fisher profit', 'Dependency on informal financial services')",0.2670722617522502,0.2607151981041495
"('Fisher profit', 'Operating expenses')",0.3153080278758923,0.27155375796617376
"('Fisher profit', 'Distance traveled during fishing trips')",0.3307852500063794,0.2885096660113182
"('Fisher profit', 'Wealth')",0.3374947521854425,0.3201245586679489
"('Fisher profit', 'Socio-economic status')",0.26296538348841514,0.25558170411575704
"('Fisher profit', 'Temporal discounting')",0.3420889309610304,0.30137109279204544
"('Fisher profit', 'Invest in the future')",0.32210970535191147,0.2689002041232541
"('Fisher profit', ""Fishers' concern towards sustainability"")",0.24202782106800755,0.22922071256789142
"('Fisher profit', 'Collective actions')",0.30935089391760634,0.251711721513145
"('Fisher profit', 'Knowledge')",0.33039667954328594,0.2691579596591131
"('Fisher profit', 'Awareness')",0.3218232381641234,0.26273585411285805
"('Fisher profit', 'Information for improving management')",0.3337970436590865,0.2730138118463419
"('Total landings', 'Total number of fishers')",-0.1703201361586512,0.24225493895088368
"('Total landings', 'Enforcement of number of fishers')",-0.17978697691433226,0.2708978494988029
"('Total landings', 'Formalized fishers')",-0.21195405593406053,0.24854639496792746
"('Total landings', 'Unformalized fishers')",-0.1751916799115139,0.24710094801453122
"('Total landings', 'Roving bandits')",-0.18208462541574152,0.27276006207696457
"('Total landings', 'Octopus landing price')",-0.1449109060779043,0.23982330978357158
"('Total landings', 'Landing price of other benthic resources')",-0.2351936009854158,0.25823519799259415
"('Total landings', 'Fisher compliance (e.g. ban period & >1kg)')",-0.17810537725495776,0.23966306124147127
"('Total landings', 'Off-season octopus landed')",-0.1934648643678416,0.2659987393676121
"('Total landings', 'Underweight octopus landed')",-0.18703885566454478,0.24711993278747485
"('Total landings', 'Illegal/informal trade (buyers & sellers)')",-0.18130834453847458,0.25311746417325254
"('Total landings', 'Product stockpilling by processing plants')",-0.20293708968008656,0.24294383849507942
"('Total landings', 'Enforcement of ban period & >1kg')",-0.2616940062627177,0.25728453554216596
"('Total landings', 'Enforcement of trade')",-0.23585028647106512,0.28423250260018873
"('Total landings', 'Domestic market demand')",-0.1564344847509641,0.2527406339762321
"('Total landings', 'Domestic retail price')",-0.19214325500015678,0.2329157603222239
"('Total landings', 'International marke demand (for Chilean-peruvian octopus)')",-0.21228621801687447,0.2687113346041923
"('Total landings', 'Lower quality (processing)')",-0.19488306963284868,0.23356623489166256
"('Total landings', 'Lower quality (species)')",-0.19908338791912739,0.223839532357061
"('Total landings', 'Low and volatile landings')",-0.13187829533866152,0.2639452490522736
"('Total landings', 'Thermal anomalies (El Niño - La Niña)')",-0.1884909043336781,0.24916934778702707
"('Total landings', 'Use of selective gear')",-0.1866602228635716,0.2480072787237031
"('Total landings', 'Harvest spawning females')",-0.13064391813711618,0.24692237836706948
"('Total landings', 'Landings with bad practices')",-0.22891237681906632,0.2473688972128547
"('Total landings', 'Debt')",-0.2520349002160735,0.26047954013679053
"('Total landings', 'Financial inclusion')",-0.18829746635845523,0.22703865220200428
"('Total landings', 'Dependency on informal financial services')",-0.1603364432065849,0.2572614208083733
"('Total landings', 'Operating expenses')",-0.19417025502041133,0.2675463452628441
"('Total landings', 'Distance traveled during fishing trips')",-0.1843822739171506,0.25442745286740537
"('Total landings', 'Wealth')",-0.16049055677186114,0.3014005729187609
"('Total landings', 'Socio-economic status')",-0.14224620202659777,0.24742038059937374
"('Total landings', 'Temporal discounting')",-0.22287564348655758,0.2681545488244627
"('Total landings', 'Invest in the future')",-0.1907613680502705,0.24482739386687064
"('Total landings', ""Fishers' concern towards sustainability"")",-0.1569319121665864,0.225012450355327
"('Total landings', 'Collective actions')",-0.1820253770615722,0.2584719345250382
"('Total landings', 'Knowledge')",-0.18678505227677938,0.24182078565498075
"('Total landings', 'Awareness')",-0.1427484228173525,0.24648310822927658
"('Total landings', 'Information for improving management')",-0.18438227391715148,0.23004935146781819
"('Total number of fishers', 'Enforcement of number of fishers')",0.07151493558951191,0.20181528491470846
"('Total number of fishers', 'Formalized fishers')",0.08503366940392791,0.21617556434860125
"('Total number of fishers', 'Unformalized fishers')",0.08052742479912287,0.19422852081519582
"('Total number of fishers', 'Roving bandits')",0.07151493558951205,0.20464159543080992
"('Total number of fishers', 'Octopus landing price')",0.09363510296431238,0.17330478566563037
"('Total number of fishers', 'Landing price of other benthic resources')",0.08918589047407778,0.2110688763650179
"('Total number of fishers', 'Fisher compliance (e.g. ban period & >1kg)')",0.09734418239213365,0.20482123501766572
"('Total number of fishers', 'Off-season octopus landed')",0.1503485795683549,0.17822467591042146
"('Total number of fishers', 'Underweight octopus landed')",0.08503366940392784,0.1891375550866739
"('Total number of fishers', 'Illegal/informal trade (buyers & sellers)')",0.07297623096657152,0.1918764509730045
"('Total number of fishers', 'Product stockpilling by processing plants')",0.15174955466007045,0.19046059654016612
"('Total number of fishers', 'Enforcement of ban period & >1kg')",0.07896858892609643,0.2140160335909056
"('Total number of fishers', 'Enforcement of trade')",0.07909595029807062,0.2431858714451316
"('Total number of fishers', 'Domestic market demand')",0.129880159061907,0.1844627945985646
"('Total number of fishers', 'Domestic retail price')",0.06473878727445638,0.2215755113348613
"('Total number of fishers', 'International marke demand (for Chilean-peruvian octopus)')",0.06398505960953395,0.21578298222965986
"('Total number of fishers', 'Lower quality (processing)')",0.06855798863343406,0.20862315576558865
"('Total number of fishers', 'Lower quality (species)')",0.06443906844081075,0.2070346676078231
"('Total number of fishers', 'Low and volatile landings')",0.08091474921130475,0.20433359097445122
"('Total number of fishers', 'Thermal anomalies (El Niño - La Niña)')",0.09712069683845209,0.20531835257196018
"('Total number of fishers', 'Use of selective gear')",0.0850336694039281,0.20415784623511202
"('Total number of fishers', 'Harvest spawning females')",0.07545240420817433,0.18666441895238578
"('Total number of fishers', 'Landings with bad practices')",0.08043712701378394,0.20394524798135494
"('Total number of fishers', 'Debt')",0.08503366940392776,0.21604153567718484
"('Total number of fishers', 'Financial inclusion')",0.054319110924541086,0.19068156353653717
"('Total number of fishers', 'Dependency on informal financial services')",0.09289361801668661,0.19788398798188217
"('Total number of fishers', 'Operating expenses')",0.12342686750316216,0.18990250150238827
"('Total number of fishers', 'Distance traveled during fishing trips')",0.0775358094321322,0.20823166251780498
"('Total number of fishers', 'Wealth')",0.09781297059177678,0.22852758515507376
"('Total number of fishers', 'Socio-economic status')",0.0763348239947589,0.19486518095421484
"('Total number of fishers', 'Temporal discounting')",0.12056063920120148,0.19399584558022553
"('Total number of fishers', 'Invest in the future')",0.08920398505538424,0.20069704343673278
"('Total number of fishers', ""Fishers' concern towards sustainability"")",0.08992792401655705,0.17575098610862855
"('Total number of fishers', 'Collective actions')",0.08041122444203934,0.2143573205631621
"('Total number of fishers', 'Knowledge')",0.08503366940392847,0.1913430469956554
"('Total number of fishers', 'Awareness')",0.08983684910445963,0.1968711266841058
"('Total number of fishers', 'Information for improving management')",0.05255959604660826,0.20344535098360514
"('Enforcement of number of fishers', 'Formalized fishers')",0.11620361485898202,0.266992269101459
"('Enforcement of number of fishers', 'Unformalized fishers')",0.11620361485898228,0.2595218805846467
"('Enforcement of number of fishers', 'Roving bandits')",0.08969729069426477,0.27696512937048917
"('Enforcement of number of fishers', 'Octopus landing price')",0.12001686468857588,0.2604737513014188
"('Enforcement of number of fishers', 'Landing price of other benthic resources')",0.09108556606092934,0.2715911875959787
"('Enforcement of number of fishers', 'Fisher compliance (e.g. ban period & >1kg)')",0.12547118809357138,0.2712570429044638
"('Enforcement of number of fishers', 'Off-season octopus landed')",0.07244172778888905,0.25063435542032364
"('Enforcement of number of fishers', 'Underweight octopus landed')",0.10736817347074279,0.26579174906037945
"('Enforcement of number of fishers', 'Illegal/informal trade (buyers & sellers)')",0.10736817347074343,0.2773198014827444
"('Enforcement of number of fishers', 'Product stockpilling by processing plants')",0.17277344388333232,0.26728139808024526
"('Enforcement of number of fishers', 'Enforcement of ban period & >1kg')",0.08358443877525626,0.2764441085668228
"('Enforcement of number of fishers', 'Enforcement of trade')",0.08990495062981582,0.30127311377679217
"('Enforcement of number of fishers', 'Domestic market demand')",0.14156355687925493,0.24459459889387117
"('Enforcement of number of fishers', 'Domestic retail price')",0.15710866063408718,0.2672410375317042
"('Enforcement of number of fishers', 'International marke demand (for Chilean-peruvian octopus)')",0.09911412716602276,0.28376476742589835
"('Enforcement of number of fishers', 'Lower quality (processing)')",0.1477482250839543,0.285814893946577
"('Enforcement of number of fishers', 'Lower quality (species)')",0.151786230245276,0.2689766426185917
"('Enforcement of number of fishers', 'Low and volatile landings')",0.10736817347074333,0.2614126712582324
"('Enforcement of number of fishers', 'Thermal anomalies (El Niño - La Niña)')",0.17451580011504234,0.2872871546143271
"('Enforcement of number of fishers', 'Use of selective gear')",0.10736817347074287,0.2516471618420815
"('Enforcement of number of fishers', 'Harvest spawning females')",0.11206469543561715,0.23857983559548043
"('Enforcement of number of fishers', 'Landings with bad practices')",0.11187441807554852,0.2751741371730608
"('Enforcement of number of fishers', 'Debt')",0.10736817347074262,0.3001848681738005
"('Enforcement of number of fishers', 'Financial inclusion')",0.08102089132301334,0.24431534266542018
"('Enforcement of number of fishers', 'Dependency on informal financial services')",0.09966263134276471,0.26172144643193274
"('Enforcement of number of fishers', 'Operating expenses')",0.07349309642366211,0.25812072861107865
"('Enforcement of number of fishers', 'Distance traveled during fishing trips')",0.09266704023723313,0.25259703770617165
"('Enforcement of number of fishers', 'Wealth')",0.11989642887297809,0.2811024284445752
"('Enforcement of number of fishers', 'Socio-economic status')",0.11589613250298347,0.25344011453818005
"('Enforcement of number of fishers', 'Temporal discounting')",0.07253912102529632,0.28254492421239497
"('Enforcement of number of fishers', 'Invest in the future')",0.11554495541231918,0.2761047696003291
"('Enforcement of number of fishers', ""Fishers' concern towards sustainability"")",0.1217624985334202,0.24328120954086863
"('Enforcement of number of fishers', 'Collective actions')",0.10283653514294502,0.2566639220443857
"('Enforcement of number of fishers', 'Knowledge')",0.11198802880379594,0.2467940409255078
"('Enforcement of number of fishers', 'Awareness')",0.10736817347074276,0.24282270437462405
"('Enforcement of number of fishers', 'Information for improving management')",0.06492000107163781,0.25765485387391385
"('Formalized fishers', 'Unformalized fishers')",-0.1404006239081239,0.19708481825681204
"('Formalized fishers', 'Roving bandits')",-0.08738797557869032,0.18950692901872712
"('Formalized fishers', 'Octopus landing price')",-0.1147002608961075,0.1807106859643215
"('Formalized fishers', 'Landing price of other benthic resources')",-0.14784778992969835,0.20951120338670515
"('Formalized fishers', 'Fisher compliance (e.g. ban period & >1kg)')",-0.19190856459598307,0.2181217797874017
"('Formalized fishers', 'Off-season octopus landed')",-0.143207331080503,0.231178073960536
"('Formalized fishers', 'Underweight octopus landed')",-0.13156518251988522,0.1799193572876412
"('Formalized fishers', 'Illegal/informal trade (buyers & sellers)')",-0.11974460907698359,0.19023787209647872
"('Formalized fishers', 'Product stockpilling by processing plants')",-0.11967331517214161,0.1919676359584735
"('Formalized fishers', 'Enforcement of ban period & >1kg')",-0.15534891721537267,0.2036311382937732
"('Formalized fishers', 'Enforcement of trade')",-0.1664916282017385,0.22699154699492502
"('Formalized fishers', 'Domestic market demand')",-0.08271463479343946,0.2053499395130141
"('Formalized fishers', 'Domestic retail price')",-0.13156518251988547,0.19881400093944687
"('Formalized fishers', 'International marke demand (for Chilean-peruvian octopus)')",-0.1315651825198853,0.19911338141104143
"('Formalized fishers', 'Lower quality (processing)')",-0.13156518251988505,0.18141671459222658
"('Formalized fishers', 'Lower quality (species)')",-0.12348917219724279,0.1826237890374572
"('Formalized fishers', 'Low and volatile landings')",-0.13964119284252713,0.22796105040478126
"('Formalized fishers', 'Thermal anomalies (El Niño - La Niña)')",-0.12366546173820295,0.19521061553160873
"('Formalized fishers', 'Use of selective gear')",-0.1315651825198851,0.20824899459089724
"('Formalized fishers', 'Harvest spawning females')",-0.14095822644963313,0.20422275011656396
"('Formalized fishers', 'Landings with bad practices')",-0.13156518251988533,0.19953192932055902
"('Formalized fishers', 'Debt')",-0.14733204851506032,0.20257346076210653
"('Formalized fishers', 'Financial inclusion')",-0.13156518251988564,0.17895623147250633
"('Formalized fishers', 'Dependency on informal financial services')",-0.062215303368082675,0.1980801333465441
"('Formalized fishers', 'Operating expenses')",-0.13156518251988517,0.22518431075214
"('Formalized fishers', 'Distance traveled during fishing trips')",-0.18301914883717058,0.2211612120583293
"('Formalized fishers', 'Wealth')",-0.09815650144725804,0.23094835964412605
"('Formalized fishers', 'Socio-economic status')",-0.07186946929420272,0.18516025327699692
"('Formalized fishers', 'Temporal discounting')",-0.11415065629716192,0.2112070564718069
"('Formalized fishers', 'Invest in the future')",-0.12338840057830902,0.1931426197271585
"('Formalized fishers', ""Fishers' concern towards sustainability"")",-0.09318031568608023,0.1761687906877808
"('Formalized fishers', 'Collective actions')",-0.1496917358310752,0.20234028655022468
"('Formalized fishers', 'Knowledge')",-0.12232547185377987,0.1856749405759112
"('Formalized fishers', 'Awareness')",-0.1315651825198849,0.1996120551894067
"('Formalized fishers', 'Information for improving management')",-0.16340131181921436,0.2017490527152702
"('Unformalized fishers', 'Roving bandits')",0.003363214374435244,0.11632126057512483
"('Unformalized fishers', 'Octopus landing price')",-0.02253863892575618,0.08824111275050843
"('Unformalized fishers', 'Landing price of other benthic resources')",0.0023220078494376323,0.09877220659384221
"('Unformalized fishers', 'Fisher compliance (e.g. ban period & >1kg)')",-0.0038556095003139668,0.11016219510861894
"('Unformalized fishers', 'Off-season octopus landed')",-0.015711021988232404,0.1027049210084659
"('Unformalized fishers', 'Underweight octopus landed')",-0.009889947707923126,0.104038974577534
"('Unformalized fishers', 'Illegal/informal trade (buyers & sellers)')",-0.021710521150824776,0.11595123681325707
"('Unformalized fishers', 'Product stockpilling by processing plants')",-0.009889947707923327,0.09564104110271371
"('Unformalized fishers', 'Enforcement of ban period & >1kg')",0.019839720661436355,0.10890448975008946
"('Unformalized fishers', 'Enforcement of trade')",0.0017522008526948685,0.12373830239052451
"('Unformalized fishers', 'Domestic market demand')",-0.00011983816263377162,0.08619226444808774
"('Unformalized fishers', 'Domestic retail price')",5.81497247457291e-05,0.08578018885696204
"('Unformalized fishers', 'International marke demand (for Chilean-peruvian octopus)')",-0.014016970860283098,0.11702697319836014
"('Unformalized fishers', 'Lower quality (processing)')",-0.0018139373852810309,0.09673949352592268
"('Unformalized fishers', 'Lower quality (species)')",-0.009889947707923105,0.08817986777238689
"('Unformalized fishers', 'Low and volatile landings')",-0.022003963191886744,0.09927701220742546
"('Unformalized fishers', 'Thermal anomalies (El Niño - La Niña)')",-0.001990226926241151,0.10029296871328977
"('Unformalized fishers', 'Use of selective gear')",-0.00988994770792298,0.08920208148606129
"('Unformalized fishers', 'Harvest spawning females')",-0.033372557532293554,0.09513161426865596
"('Unformalized fishers', 'Landings with bad practices')",-0.018902436917533724,0.10379089963270349
"('Unformalized fishers', 'Debt')",-0.009889947707922925,0.11500485859714112
"('Unformalized fishers', 'Financial inclusion')",-0.006126050258247265,0.09287676087816668
"('Unformalized fishers', 'Dependency on informal financial services')",0.005521136548033025,0.09541664724666361
"('Unformalized fishers', 'Operating expenses')",-0.00612605025824732,0.10118072676508492
"('Unformalized fishers', 'Distance traveled during fishing trips')",-0.0025393810911673656,0.09508850862995198
"('Unformalized fishers', 'Wealth')",-0.009889947707923188,0.1101927909625416
"('Unformalized fishers', 'Socio-economic status')",-0.026945865772403925,0.08993198684891691
"('Unformalized fishers', 'Temporal discounting')",-0.009889947707922751,0.10852332989479209
"('Unformalized fishers', 'Invest in the future')",-0.005801556737135227,0.10328697897246557
"('Unformalized fishers', ""Fishers' concern towards sustainability"")",-0.01948616441637411,0.08081474847224591
"('Unformalized fishers', 'Collective actions')",-0.009889947707922862,0.08524691749379575
"('Unformalized fishers', 'Knowledge')",-0.0237495137070807,0.0895859503006332
"('Unformalized fishers', 'Awareness')",-0.014598770291141573,0.09186461977913542
"('Unformalized fishers', 'Information for improving management')",0.0007220953918535555,0.09422702124554037
"('Roving bandits', 'Octopus landing price')",-0.07074211129241982,0.2608607725727441
"('Roving bandits', 'Landing price of other benthic resources')",-0.029307700000431293,0.2832354200806355
"('Roving bandits', 'Fisher compliance (e.g. ban period & >1kg)')",-0.04362662105508901,0.2991181612540849
"('Roving bandits', 'Off-season octopus landed')",-0.03510827356192564,0.2853082743884112
"('Roving bandits', 'Underweight octopus landed')",-0.08796980900805218,0.2802011114834198
"('Roving bandits', 'Illegal/informal trade (buyers & sellers)')",-0.09989839639502907,0.29659204523558275
"('Roving bandits', 'Product stockpilling by processing plants')",-0.03776909191495507,0.2737272717017095
"('Roving bandits', 'Enforcement of ban period & >1kg')",-0.028850191404146887,0.2957342945213695
"('Roving bandits', 'Enforcement of trade')",-0.07585579352408882,0.33790135107943264
"('Roving bandits', 'Domestic market demand')",-0.05210348664902096,0.2631581366310194
"('Roving bandits', 'Domestic retail price')",-0.002407496457521016,0.26875246799379254
"('Roving bandits', 'International marke demand (for Chilean-peruvian octopus)')",-0.09299470236247707,0.3324977729414417
"('Roving bandits', 'Lower quality (processing)')",-0.039565946359395525,0.27667121074720685
"('Roving bandits', 'Lower quality (species)')",-0.007261905068826069,0.2663156011073217
"('Roving bandits', 'Low and volatile landings')",-0.04764195668203777,0.2820084363346308
"('Roving bandits', 'Thermal anomalies (El Niño - La Niña)')",-0.04966095926269867,0.29239035232514876
"('Roving bandits', 'Use of selective gear')",-0.012432284531143822,0.27285242113169583
"('Roving bandits', 'Harvest spawning females')",-0.0355713933680762,0.26256070555347455
"('Roving bandits', 'Landings with bad practices')",-0.038395347750685004,0.2980032740164783
"('Roving bandits', 'Debt')",-0.04769010101330165,0.32210432976792164
"('Roving bandits', 'Financial inclusion')",-0.053424856712373694,0.270303585924216
"('Roving bandits', 'Dependency on informal financial services')",-0.08818866990258839,0.28291647015540783
"('Roving bandits', 'Operating expenses')",-0.05530680543721131,0.29172380979453755
"('Roving bandits', 'Distance traveled during fishing trips')",-0.005557559562167573,0.259189029362991
"('Roving bandits', 'Wealth')",-0.10186202343867767,0.32825723333945217
"('Roving bandits', 'Socio-economic status')",-0.07311284660135883,0.272432055106955
"('Roving bandits', 'Temporal discounting')",-0.04748414348485857,0.30425173144606593
"('Roving bandits', 'Invest in the future')",-0.04761676377730431,0.2820461578585063
"('Roving bandits', ""Fishers' concern towards sustainability"")",-0.042463796731360144,0.2417060776114738
"('Roving bandits', 'Collective actions')",-0.011142033476418841,0.2668525543063893
"('Roving bandits', 'Knowledge')",-0.047351031596171905,0.26656577016143335
"('Roving bandits', 'Awareness')",-0.047306547971089526,0.25269493060929815
"('Roving bandits', 'Information for improving management')",-0.007212786863593237,0.25134015446793334
"('Octopus landing price', 'Landing price of other benthic resources')",0.11369682492287934,0.2680178293230631
"('Octopus landing price', 'Fisher compliance (e.g. ban period & >1kg)')",0.1365965395159111,0.2365997271523348
"('Octopus landing price', 'Off-season octopus landed')",0.08537511829456644,0.25506285845717336
"('Octopus landing price', 'Underweight octopus landed')",0.06304281121648095,0.26540863972411183
"('Octopus landing price', 'Illegal/informal trade (buyers & sellers)')",0.06819752432166262,0.2640804058349
"('Octopus landing price', 'Product stockpilling by processing plants')",0.10771659352784237,0.25244905918547195
"('Octopus landing price', 'Enforcement of ban period & >1kg')",0.13041556259655454,0.28118107723925123
"('Octopus landing price', 'Enforcement of trade')",0.15204205015896013,0.28020719176502973
"('Octopus landing price', 'Domestic market demand')",0.07873060334209077,0.2617670973261514
"('Octopus landing price', 'Domestic retail price')",0.1400193276844195,0.24675294994106764
"('Octopus landing price', 'International marke demand (for Chilean-peruvian octopus)')",0.13749097431581841,0.26112709548758073
"('Octopus landing price', 'Lower quality (processing)')",0.10204185126066463,0.2678078988431682
"('Octopus landing price', 'Lower quality (species)')",0.13672635303748865,0.23490767359768086
"('Octopus landing price', 'Low and volatile landings')",0.09048035066838997,0.2517661339348028
"('Octopus landing price', 'Thermal anomalies (El Niño - La Niña)')",0.1058115602649635,0.2770929205015418
"('Octopus landing price', 'Use of selective gear')",0.13548250192659653,0.23491833406344984
"('Octopus landing price', 'Harvest spawning females')",0.09307721991271875,0.21640970286647268
"('Octopus landing price', 'Landings with bad practices')",0.10634256804085687,0.26649350054408033
"('Octopus landing price', 'Debt')",0.14718508987947942,0.2552866746699269
"('Octopus landing price', 'Financial inclusion')",0.10204185126066469,0.22974790676579396
"('Octopus landing price', 'Dependency on informal financial services')",0.07997956398828608,0.2589153144601513
"('Octopus landing price', 'Operating expenses')",0.09485739575930095,0.2586567369182074
"('Octopus landing price', 'Distance traveled during fishing trips')",0.10905716178306532,0.2655256211919591
"('Octopus landing price', 'Wealth')",0.10602746699765557,0.2972452002352252
"('Octopus landing price', 'Socio-economic status')",0.061346838309483315,0.2607524478955324
"('Octopus landing price', 'Temporal discounting')",0.11866210863979056,0.25380638954987533
"('Octopus landing price', 'Invest in the future')",0.11374761505784389,0.2583379316375721
"('Octopus landing price', ""Fishers' concern towards sustainability"")",0.06082843248358679,0.257373711107214
"('Octopus landing price', 'Collective actions')",0.12366661279418029,0.2657902701925747
"('Octopus landing price', 'Knowledge')",0.10204185126066467,0.22618076596084138
"('Octopus landing price', 'Awareness')",0.09754779599411298,0.22651067184193308
"('Octopus landing price', 'Information for improving management')",0.11216988376530564,0.22911512588471822
"('Landing price of other benthic resources', 'Fisher compliance (e.g. ban period & >1kg)')",-0.0014086706124882206,0.3235130051973515
"('Landing price of other benthic resources', 'Off-season octopus landed')",-0.0790558467456009,0.32380500400390433
